N_unmapped	180	180	180
N_multimapping	50	50	50
N_noFeature	1358	2155	1401
N_ambiguous	164	11	120
WASH7P	0	0	0
DKC1	0	0	0
CD99P1	0	0	0
FAM216B	0	0	0
ZNF283	0	0	0
LOC729737	0	0	0
LOC100133331	0	0	0
CUEDC1	0	0	0
LINC01655	0	0	0
LINC01010	0	0	0
LINC01128	0	0	0
PPP2R2B-IT1	0	0	0
MYCBP2-AS1	0	0	0
MIA2	0	0	0
LOC100130417	0	0	0
SAMD11	0	0	0
SNORD55	0	0	0
SNORD42A	0	0	0
DENND3	0	0	0
PERM1	0	0	0
AGRN	2	0	2
ELP1	0	0	0
PPP2R2C	0	0	0
AGBL1-AS1	0	0	0
CDH18	0	0	0
MIR429	0	0	0
SH2D3C	0	0	0
DISC1	0	0	0
CCDC130	0	0	0
GIMAP6	0	0	0
EEF1B2	0	0	0
HAMP	0	0	0
COCH	0	0	0
C1orf87	0	0	0
CATSPER2P1	0	0	0
VASH1-AS1	0	0	0
UBE2W	0	0	0
SH3YL1	0	0	0
PEX1	0	0	0
FAM107B	1	0	1
FBXO31	0	0	0
INCENP	0	0	0
TAS1R3	0	0	0
ZNF346	0	0	0
UBE2F	0	0	0
ZNF670	0	0	0
TIGD7	0	0	0
ZXDC	0	0	0
ARMC1	0	0	0
BIVM	0	0	0
C1orf27	0	0	0
LIPG	0	0	0
DOPEY2	0	0	0
NKAP	0	0	0
AURKB	0	0	0
SBNO2	0	0	0
PADI4	0	0	0
B3GNTL1	0	0	0
ANKRD65	0	0	0
NFKBIB	0	0	0
VCAN	0	0	0
LINC00396	0	0	0
FOXP4-AS1	0	0	0
VWA1	0	0	0
BCL2L10	0	0	0
PGLYRP4	0	0	0
GFOD1	0	0	0
NDFIP2	0	0	0
CCL4L2	0	0	0
ZNF536	0	0	0
COPS4	0	0	0
SEC61B	0	0	0
TMEM240	0	0	0
P2RX5	0	0	0
NIT1	0	0	0
GRIN1	0	0	0
TPO	0	0	0
CASP12	0	0	0
MRM3	0	0	0
SCYL2	0	0	0
MICAL2	0	0	0
MMP23A	0	0	0
OR2H1	0	0	0
PCOLCE2	0	0	0
BANP	0	0	0
CD274	0	0	0
MED13L	1	0	1
MKL2	0	0	0
ASAP3	0	0	0
MANSC1	0	0	0
MOCOS	0	0	0
YTHDF1	0	0	0
MPC1	0	0	0
DNM1	0	0	0
C12orf57	0	0	0
TTC4	0	0	0
HSF1	0	0	0
SSBP4	0	0	0
ENPP3	0	0	0
TMEM14EP	0	0	0
PAOX	0	0	0
NADK	0	0	0
PPFIA2	0	0	0
GNB1	0	0	0
SFTPA1	0	0	0
EXTL2	0	0	0
MPP2	0	0	0
SUPT20H	1	0	1
COMMD6	0	0	0
LOC105375972	0	0	0
IDH2	0	0	0
SLC27A6	0	0	0
ANO7	0	0	0
CD24	1	0	1
ADD3	0	0	0
PPP1R2	0	0	0
ZNF333	0	0	0
CD36	0	0	0
SMYD4	0	0	0
FAM86JP	0	0	0
NPDC1	0	0	0
NPIPA2	0	0	0
KRTAP9-6	0	0	0
MEST	0	0	0
CFH	2	0	2
LINC02486	0	0	0
GOLGA8G	0	0	0
ZNF823	0	0	0
TNFRSF14	0	0	0
CD47	0	0	0
SLC35B2	0	0	0
RNASE1	0	0	0
ACTL6A	0	0	0
ZNF426	0	0	0
SNED1	0	0	0
IRF3	0	0	0
LINC00982	0	0	0
PRNT	0	0	0
ALMS1	0	0	0
MIR320D2	0	0	0
SLC25A17	0	0	0
ZNF197	0	0	0
MGME1	0	0	0
BET1	0	0	0
LINGO1	0	0	0
R3HCC1	0	0	0
MIR551A	0	0	0
LETM1	0	0	0
HP	0	0	0
MEOX1	0	0	0
FGB	0	0	0
KIR3DL1	0	0	0
CETN3	0	0	0
NECTIN1	0	0	0
MPP1	0	0	0
MOG	0	0	0
PTPRG	0	0	0
ABCB4	0	0	0
SLC22A4	0	0	0
SAMD9L	0	0	0
CCDC27	0	0	0
ZNF133	0	0	0
FBXW5	0	0	0
HS3ST3B1	0	0	0
XPO6	0	0	0
SHROOM2	0	0	0
PFKFB1	0	0	0
MIR5701-2	0	0	0
RNF216	0	0	0
LINC01134	0	0	0
LINC01346	0	0	0
LILRB2	0	0	0
LINC01630	0	0	0
GHR	0	0	0
FGF1	0	0	0
KLHL3	0	0	0
DYRK1B	0	0	0
LINC00339	0	0	0
LOC101927284	0	0	0
TMEM108-AS1	0	0	0
LINC01363	0	0	0
LINC01384	0	0	0
BBIP1	0	0	0
ELP2	0	0	0
FRMPD3	0	0	0
MRPL14	0	0	0
PCDHGC3	0	0	0
EEF1D	0	0	0
DHX16	0	0	0
CDK18	0	0	0
FIBP	0	0	0
ADH7	0	0	0
LINC00337	0	0	0
EHD4	0	0	0
TEKT4	0	0	0
POLR1D	0	0	0
ZNF449	0	0	0
ISCA1	0	0	0
TRMT1L	0	0	0
MIR1827	0	0	0
HAPLN1	0	0	0
ZC3H14	0	0	0
FAM135A	0	0	0
PRAC1	0	0	0
PUS10	0	0	0
POMGNT2	0	0	0
NR6A1	0	0	0
ACRBP	0	0	0
FAM217B	0	0	0
JUP	0	0	0
MFN1	0	0	0
DTNB	0	0	0
ABHD12B	0	0	0
GDPD2	0	0	0
FNBP1L	0	0	0
DACH2	0	0	0
CDK10	0	0	0
XRCC6	0	0	0
PHF13	0	0	0
THAP3	0	0	0
POLD3	0	0	0
YAF2	0	0	0
COBL	0	0	0
PSMD9	0	0	0
ZPLD1	0	0	0
PER3	0	0	0
ADRB3	0	0	0
ACAT1	0	0	0
GNPAT	0	0	0
DMPK	0	0	0
VWA5A	0	0	0
LINC01594	0	0	0
C16orf90	0	0	0
PAICS	0	0	0
ARRDC5	0	0	0
KTN1	0	0	0
ASNA1	0	0	0
ASCL1	0	0	0
ASAH1	0	0	0
P3H2-AS1	0	0	0
SNORD128	0	0	0
ZNF189	0	0	0
PTCD2	0	0	0
USP54	0	0	0
RPS19	0	0	0
AHSA1	0	0	0
RAD51AP1	0	0	0
GALP	0	0	0
CXorf51A	0	0	0
RHOA	0	0	0
ZNF526	0	0	0
DSCR8	0	0	0
PIK3CD-AS2	0	0	0
BTN2A1	0	0	0
UTY	0	0	0
