ID	ActiveDriverWGS	MutSig2CV_NC	NBR	oncodrivefml
enhancers::chr10:100004200-100009000::NA::NA	0.659063199451818	0.9997187776303891	0.836541112193026	0.08045
enhancers::chr10:100178400-100179000::NA::NA	1	1.0	1	NA
enhancers::chr10:100180600-100185600::NA::NA	0.525792069590704	0.5444000374793475	0.932676930667012	0.46953
enhancers::chr10:100190200-100190800::NA::NA	1	0.9997494472040744	0.847045136785518	0.49678
enhancers::chr10:100194000-100195800::NA::NA	1	0.9955797990919751	1	NA
enhancers::chr10:100270000-100270600::NA::NA	1	0.9980493369252785	1	NA
enhancers::chr10:100552400-100553000::NA::NA	0.535794044576847	0.999931784075286	0.987299179044122	0.02863
enhancers::chr10:101355400-101356200::NA::NA	1	0.9999998355499315	1	NA
enhancers::chr10:101368600-101372200::NA::NA	0.725001476420237	0.9999998355499315	0.863358668414974	0.16884
enhancers::chr10:101387800-101391200::NA::NA	1	0.9999998355499315	1	NA
enhancers::chr10:101431200-101434800::NA::NA	1	0.9998866921893681	1	NA
enhancers::chr10:101436000-101437000::NA::NA	1	0.9992829634970153	1	NA
enhancers::chr10:101441200-101442800::NA::NA	1	0.9998866921893681	1	NA
enhancers::chr10:101453600-101455200::NA::NA	0.58701412813619	0.12808059960674142	0.506578055768508	0.89094
enhancers::chr10:101458200-101458800::NA::NA	1	0.9999968256136691	1	NA
enhancers::chr10:101467600-101470600::NA::NA	1	0.9998866921893681	1	NA
enhancers::chr10:101480200-101481000::NA::NA	0.407730072034633	0.9999968256136691	0.787820961998386	0.57997
enhancers::chr10:101501400-101504200::NA::NA	1	1.0	1	NA
enhancers::chr10:101514000-101515800::NA::NA	1	0.999913515636363	1	NA
enhancers::chr10:101593800-101596000::NA::NA	1	0.9995394499321808	1	NA
enhancers::chr10:101666200-101667400::NA::NA	0.738533280201828	0.9999972002972353	0.886926216302789	0.4561
enhancers::chr10:101935400-101937800::NA::NA	0.15750055897571	0.9960777288293284	0.525420004867596	0.19147
enhancers::chr10:101967800-101968400::NA::NA	1	0.9999612595613514	1	NA
